customer_name,sentiment,csat_score,call_timestamp,reason,city,state,channel,response_time,call duration in minutes,call_center
Gerry Biffin,Negative,,10-03-2020,Billing Question,New Haven,Connecticut,Web,Within SLA,32,Los Angeles/CA
Loydie Berrey,Neutral,,10/25/2020,Payments,Saint Paul,Minnesota,Call-Center,Below SLA,6,Baltimore/MD
Ermengarde Gawith,Neutral,,10/17/2020,Service Outage,Atlanta,Georgia,Chatbot,Within SLA,32,Baltimore/MD
Trudey Bulgen,Negative,5,10/20/2020,Billing Question,Stamford,Connecticut,Call-Center,Above SLA,43,Baltimore/MD
Fons Alpes,Very Negative,3,10/18/2020,Billing Question,San Antonio,Texas,Web,Within SLA,6,Chicago/IL
Nels Morston,Negative,4,10-02-2020,Billing Question,Pasadena,California,Email,Within SLA,36,Baltimore/MD
Wells Binion,Very Negative,3,10/25/2020,Billing Question,Washington,District of Columbia,Call-Center,Below SLA,5,Los Angeles/CA
Nevsa Vaar,Very Negative,1,10-01-2020,Billing Question,Anderson,South Carolina,Email,Within SLA,7,Los Angeles/CA
Hallsy Cantrell,Negative,6,10/19/2020,Billing Question,Alexandria,Louisiana,Chatbot,Below SLA,28,Los Angeles/CA
Eustacia Ong,Very Negative,3,10/17/2020,Billing Question,Lexington,Kentucky,Web,Below SLA,41,Baltimore/MD
Melamie Goodman,Positive,8,10-03-2020,Billing Question,Albany,New York,Call-Center,Below SLA,40,Baltimore/MD
Merilyn Bentick,Very Positive,,10/29/2020,Billing Question,Washington,District of Columbia,Email,Below SLA,39,Los Angeles/CA
Odilia Fidge,Neutral,5,10/15/2020,Billing Question,Boise,Idaho,Web,Within SLA,42,Los Angeles/CA
Arnie Miroy,Neutral,,10-07-2020,Billing Question,Grand Rapids,Michigan,Chatbot,Within SLA,31,Los Angeles/CA
Haywood Goalley,Negative,,10/24/2020,Service Outage,Corpus Christi,Texas,Email,Within SLA,31,Chicago/IL
Katine Libbie,Neutral,,10-11-2020,Billing Question,Ogden,Utah,Call-Center,Within SLA,38,Baltimore/MD
Alene Joris,Negative,,10/24/2020,Service Outage,Huntington,West Virginia,Chatbot,Below SLA,7,Los Angeles/CA
Gui Lutwidge,Negative,6,10-10-2020,Billing Question,Irvine,California,Chatbot,Within SLA,23,Los Angeles/CA
Gwen Espasa,Negative,,10-10-2020,Service Outage,Lansing,Michigan,Email,Within SLA,20,Los Angeles/CA
Misti Pickard,Neutral,,10/19/2020,Billing Question,Bryan,Texas,Email,Below SLA,28,Los Angeles/CA
Gracia Easlea,Positive,,10/29/2020,Payments,Cleveland,Ohio,Call-Center,Within SLA,13,Los Angeles/CA
Edna Beneyto,Negative,,10/29/2020,Billing Question,Baltimore,Maryland,Call-Center,Within SLA,38,Baltimore/MD
Basia Bantock,Negative,,10/21/2020,Billing Question,Fresno,California,Chatbot,Within SLA,25,Los Angeles/CA
Wit Braunle,Positive,7,10/16/2020,Billing Question,Amarillo,Texas,Call-Center,Within SLA,30,Chicago/IL
Orazio Houten,Negative,,10/15/2020,Billing Question,Clearwater,Florida,Web,Below SLA,36,Los Angeles/CA
Bernita Filewood,Very Negative,,10/27/2020,Billing Question,Shawnee Mission,Kansas,Chatbot,Within SLA,41,Los Angeles/CA
Donielle Landsborough,Negative,,10/18/2020,Billing Question,Syracuse,New York,Call-Center,Within SLA,10,Chicago/IL
Sancho Stonham,Negative,,10-01-2020,Billing Question,Jamaica,New York,Email,Within SLA,33,Los Angeles/CA
Alfie Marshallsay,Negative,3,10-04-2020,Billing Question,Lancaster,Pennsylvania,Chatbot,Within SLA,35,Los Angeles/CA
Lois Finder,Very Negative,,10/22/2020,Billing Question,Dallas,Texas,Chatbot,Within SLA,41,Los Angeles/CA
Emyle Ziemecki,Negative,4,10-09-2020,Service Outage,Saint Paul,Minnesota,Email,Above SLA,34,Los Angeles/CA
Corena Beales,Negative,,10/22/2020,Service Outage,San Jose,California,Chatbot,Below SLA,40,Denver/CO
Fonzie Stolte,Very Negative,,10/29/2020,Billing Question,Washington,District of Columbia,Call-Center,Below SLA,22,Baltimore/MD
Eleen Clother,Neutral,,10/13/2020,Billing Question,Arlington,Texas,Web,Below SLA,13,Los Angeles/CA
Austine Wellfare,Positive,9,10/26/2020,Billing Question,Sacramento,California,Web,Within SLA,23,Los Angeles/CA
Camilla Tilby,Very Negative,,10/13/2020,Service Outage,San Bernardino,California,Email,Within SLA,5,Los Angeles/CA
Ambur Pindell,Neutral,,10-06-2020,Service Outage,Detroit,Michigan,Chatbot,Above SLA,38,Baltimore/MD
Holmes Keeri,Neutral,,10/18/2020,Payments,New York City,New York,Call-Center,Within SLA,11,Chicago/IL
Vivyanne Meakin,Negative,6,10/25/2020,Service Outage,Philadelphia,Pennsylvania,Chatbot,Within SLA,34,Chicago/IL
Mollee Rasell,Positive,,10-01-2020,Billing Question,Melbourne,Florida,Email,Within SLA,22,Baltimore/MD
Neila Ysson,Negative,4,10/17/2020,Billing Question,Tampa,Florida,Call-Center,Within SLA,10,Denver/CO
Ashley Ianniello,Very Negative,,10-04-2020,Service Outage,Cleveland,Ohio,Email,Below SLA,33,Los Angeles/CA
Toddie Paynton,Negative,,10-07-2020,Billing Question,Washington,District of Columbia,Web,Within SLA,31,Baltimore/MD
Miller Bampforth,Neutral,,10-03-2020,Billing Question,Saint Paul,Minnesota,Web,Above SLA,35,Chicago/IL
Elonore Fernier,Positive,9,10-05-2020,Billing Question,Louisville,Kentucky,Web,Above SLA,38,Baltimore/MD
Desiri Ridler,Negative,,10/17/2020,Payments,Los Angeles,California,Call-Center,Within SLA,16,Chicago/IL
Ambur Senett,Neutral,7,10-02-2020,Billing Question,Glendale,Arizona,Call-Center,Within SLA,18,Los Angeles/CA
Pernell Gullane,Negative,,10/23/2020,Payments,Fort Wayne,Indiana,Call-Center,Within SLA,16,Baltimore/MD
Walton Paget,Very Negative,2,10/16/2020,Billing Question,Jacksonville,Florida,Chatbot,Within SLA,28,Baltimore/MD
Lilllie Noen,Negative,,10/24/2020,Billing Question,Port Saint Lucie,Florida,Chatbot,Within SLA,45,Los Angeles/CA
Gayle Habbijam,Negative,,10-09-2020,Service Outage,El Paso,Texas,Email,Above SLA,28,Los Angeles/CA
Gabbey Anfossi,Very Negative,,10-02-2020,Billing Question,Albany,New York,Chatbot,Above SLA,42,Los Angeles/CA
Silva Ubach,Neutral,8,10/16/2020,Billing Question,Tampa,Florida,Web,Below SLA,39,Baltimore/MD
Laurel Bachnic,Positive,8,10/14/2020,Billing Question,Honolulu,Hawaii,Email,Within SLA,33,Baltimore/MD
Evania Ballefant,Neutral,,10-12-2020,Service Outage,Fort Smith,Arkansas,Chatbot,Below SLA,34,Chicago/IL
Tiena Ternault,Negative,6,10-10-2020,Billing Question,Richmond,Virginia,Email,Within SLA,37,Chicago/IL
Carissa Vannucci,Negative,,10-04-2020,Billing Question,Fresno,California,Chatbot,Within SLA,10,Los Angeles/CA
Dane Di Gregorio,Neutral,,10/16/2020,Billing Question,Huntsville,Alabama,Call-Center,Within SLA,19,Denver/CO
Kamillah Clymo,Negative,5,10/21/2020,Billing Question,Washington,District of Columbia,Email,Within SLA,18,Baltimore/MD
Daphne Crecy,Very Negative,3,10/17/2020,Payments,Jacksonville,Florida,Call-Center,Within SLA,23,Los Angeles/CA
Maud Arnatt,Neutral,,10/29/2020,Billing Question,Melbourne,Florida,Call-Center,Within SLA,31,Denver/CO
Gearalt Petrelluzzi,Neutral,,10-05-2020,Billing Question,Colorado Springs,Colorado,Email,Within SLA,12,Los Angeles/CA
Angelo Hallgath,Negative,5,10-08-2020,Billing Question,Austin,Texas,Call-Center,Above SLA,7,Los Angeles/CA
Rosina Mahody,Negative,,10/25/2020,Payments,Charlotte,North Carolina,Call-Center,Within SLA,9,Chicago/IL
Caren Calan,Neutral,8,10-05-2020,Billing Question,Detroit,Michigan,Call-Center,Within SLA,29,Chicago/IL
Hercules Rawlyns,Neutral,,10-07-2020,Billing Question,Washington,District of Columbia,Chatbot,Below SLA,16,Los Angeles/CA
Elvis Sexten,Very Positive,,10/15/2020,Billing Question,Omaha,Nebraska,Call-Center,Within SLA,41,Los Angeles/CA
Mitchael Adds,Negative,,10/19/2020,Service Outage,Alexandria,Virginia,Web,Within SLA,41,Denver/CO
Jacki Fosdike,Neutral,,10/22/2020,Payments,New Haven,Connecticut,Call-Center,Above SLA,5,Denver/CO
Gae Zoren,Negative,,10-06-2020,Billing Question,Gainesville,Florida,Call-Center,Above SLA,16,Los Angeles/CA
Cathrin Dener,Very Positive,,10/13/2020,Billing Question,Pittsburgh,Pennsylvania,Email,Within SLA,21,Chicago/IL
Hercules Mewrcik,Neutral,,10/28/2020,Billing Question,Brooklyn,New York,Call-Center,Within SLA,34,Los Angeles/CA
Norry Appleyard,Neutral,,10/19/2020,Billing Question,Redwood City,California,Chatbot,Within SLA,7,Los Angeles/CA
Mady Hinze,Very Negative,,10/21/2020,Payments,Oakland,California,Call-Center,Below SLA,26,Baltimore/MD
Wileen Schonfeld,Positive,,10-06-2020,Payments,Chicago,Illinois,Call-Center,Above SLA,39,Baltimore/MD
Hermie Harmer,Negative,,10-10-2020,Billing Question,Phoenix,Arizona,Call-Center,Above SLA,37,Los Angeles/CA
Brody Czajkowska,Very Positive,9,10-11-2020,Billing Question,Los Angeles,California,Call-Center,Within SLA,39,Los Angeles/CA
Garold Gandley,Neutral,7,10/23/2020,Billing Question,Columbus,Ohio,Chatbot,Below SLA,16,Los Angeles/CA
Ferdie Merriment,Negative,,10-08-2020,Billing Question,Jacksonville,Florida,Call-Center,Below SLA,39,Chicago/IL
Georgie Tiffney,Negative,,10/19/2020,Payments,Fresno,California,Call-Center,Within SLA,17,Denver/CO
Elaina Quidenham,Positive,,10-01-2020,Billing Question,Ocala,Florida,Call-Center,Within SLA,16,Baltimore/MD
Willyt Jordan,Neutral,,10-09-2020,Billing Question,Pittsburgh,Pennsylvania,Web,Within SLA,14,Los Angeles/CA
Oby Abbey,Negative,,10/13/2020,Service Outage,Washington,District of Columbia,Chatbot,Below SLA,20,Los Angeles/CA
Frederick Jay,Neutral,6,10/13/2020,Billing Question,Newark,Delaware,Call-Center,Below SLA,26,Chicago/IL
Corie Freake,Negative,,10-09-2020,Billing Question,Tucson,Arizona,Call-Center,Above SLA,24,Baltimore/MD
Alexei Svanini,Positive,9,10/19/2020,Billing Question,Seattle,Washington,Chatbot,Within SLA,29,Los Angeles/CA
Kevan Lehrer,Positive,,10/18/2020,Billing Question,Aiken,South Carolina,Email,Within SLA,16,Los Angeles/CA
Ruggiero Gosdin,Very Negative,,10/20/2020,Billing Question,Miami,Florida,Call-Center,Below SLA,24,Baltimore/MD
Xylina Rooper,Negative,,10/16/2020,Service Outage,Baton Rouge,Louisiana,Chatbot,Within SLA,24,Los Angeles/CA
Gonzalo O'Brogane,Negative,,10/30/2020,Billing Question,Lancaster,California,Email,Within SLA,11,Los Angeles/CA
Gallard Elham,Positive,7,10-06-2020,Billing Question,Boise,Idaho,Call-Center,Below SLA,43,Baltimore/MD
Nikolaus Yegorov,Positive,,10-12-2020,Billing Question,Memphis,Tennessee,Email,Within SLA,36,Chicago/IL
Fania Thornebarrow,Very Negative,,10-01-2020,Service Outage,Washington,District of Columbia,Email,Within SLA,5,Denver/CO
Myranda Sewley,Very Negative,1,10/24/2020,Billing Question,Wilmington,Delaware,Chatbot,Within SLA,33,Denver/CO
Sibel Jaszczak,Very Negative,,10/13/2020,Payments,Los Angeles,California,Call-Center,Within SLA,38,Los Angeles/CA
Aldric Carlesi,Neutral,,10/26/2020,Billing Question,Rochester,New York,Call-Center,Within SLA,28,Chicago/IL
Roxi Weighell,Neutral,6,10/28/2020,Payments,Portland,Oregon,Call-Center,Above SLA,45,Los Angeles/CA
Berte Deares,Very Negative,,10/28/2020,Payments,Abilene,Texas,Call-Center,Within SLA,34,Los Angeles/CA
Mabel Hub,Neutral,,10-12-2020,Service Outage,Fresno,California,Email,Within SLA,31,Baltimore/MD
Gusta Screaton,Positive,,10-02-2020,Payments,Appleton,Wisconsin,Call-Center,Within SLA,39,Baltimore/MD
Ulrikaumeko Salvatore,Negative,3,10-07-2020,Billing Question,Waterbury,Connecticut,Web,Within SLA,9,Los Angeles/CA
Mikkel Ricardou,Negative,4,10-03-2020,Payments,Birmingham,Alabama,Call-Center,Within SLA,11,Chicago/IL
Ivor Koubu,Very Negative,,10-12-2020,Billing Question,Tyler,Texas,Web,Within SLA,40,Los Angeles/CA
Astrid Tootin,Very Negative,,10/21/2020,Billing Question,Memphis,Tennessee,Web,Within SLA,45,Baltimore/MD
Brigitte Hanlin,Negative,,10/13/2020,Billing Question,El Paso,Texas,Call-Center,Below SLA,43,Chicago/IL
Malissa Swinn,Negative,5,10/22/2020,Billing Question,Richmond,Virginia,Email,Within SLA,27,Los Angeles/CA
Ailene Pawlicki,Neutral,,10-11-2020,Service Outage,Los Angeles,California,Email,Within SLA,11,Chicago/IL
Ariana McVitty,Positive,8,10/19/2020,Service Outage,Salinas,California,Email,Within SLA,34,Los Angeles/CA
Far Halston,Neutral,,10/19/2020,Billing Question,Oakland,California,Chatbot,Within SLA,36,Chicago/IL
Silvia Plumbridge,Neutral,,10/16/2020,Billing Question,Mountain View,California,Call-Center,Below SLA,20,Denver/CO
Abbie Josskowitz,Negative,,10/16/2020,Billing Question,Springfield,Massachusetts,Email,Within SLA,18,Baltimore/MD
Valentin Fishbourne,Neutral,,10-08-2020,Payments,Springfield,Massachusetts,Call-Center,Within SLA,5,Los Angeles/CA
Emelita Rainger,Neutral,8,10/28/2020,Billing Question,Evansville,Indiana,Call-Center,Within SLA,32,Los Angeles/CA
Iris Steuhlmeyer,Very Negative,,10/26/2020,Payments,Waco,Texas,Call-Center,Above SLA,28,Baltimore/MD
Quillan Gerdts,Very Negative,4,10-04-2020,Service Outage,Inglewood,California,Chatbot,Within SLA,21,Los Angeles/CA
Horace Yoxall,Neutral,,10/18/2020,Billing Question,Springfield,Illinois,Web,Below SLA,17,Chicago/IL
Jens Astbery,Negative,3,10/20/2020,Billing Question,Riverside,California,Call-Center,Within SLA,27,Los Angeles/CA
Amanda Pester,Neutral,,10/24/2020,Payments,Newark,Delaware,Call-Center,Below SLA,11,Denver/CO
Nealy Loughton,Negative,,10/27/2020,Billing Question,Roanoke,Virginia,Chatbot,Within SLA,21,Denver/CO
Jennee Jahncke,Very Negative,,10/20/2020,Billing Question,Brockton,Massachusetts,Email,Within SLA,27,Los Angeles/CA
Archer Waind,Neutral,,10-11-2020,Billing Question,Houston,Texas,Email,Within SLA,25,Baltimore/MD
Wilmer McBlain,Very Negative,,10/20/2020,Service Outage,Akron,Ohio,Email,Within SLA,42,Denver/CO
Pen Janaud,Very Positive,,10-01-2020,Payments,Cincinnati,Ohio,Call-Center,Below SLA,37,Chicago/IL
Arlan Scuse,Very Negative,1,10/16/2020,Billing Question,Milwaukee,Wisconsin,Chatbot,Within SLA,5,Baltimore/MD
Elaine Scoates,Neutral,6,10/16/2020,Billing Question,Laredo,Texas,Email,Below SLA,35,Los Angeles/CA
Giralda Revan,Very Positive,,10/16/2020,Billing Question,Philadelphia,Pennsylvania,Chatbot,Within SLA,19,Chicago/IL
Sybyl Calkin,Neutral,,10-03-2020,Billing Question,Anniston,Alabama,Email,Above SLA,20,Chicago/IL
Selene Diggell,Negative,,10/23/2020,Service Outage,Naples,Florida,Chatbot,Within SLA,12,Chicago/IL
Thor Vedenichev,Negative,,10-10-2020,Payments,Charlotte,North Carolina,Call-Center,Within SLA,45,Los Angeles/CA
Tann Schlag,Very Negative,,10/28/2020,Billing Question,San Luis Obispo,California,Call-Center,Within SLA,33,Los Angeles/CA
Netty Haskell,Negative,4,10/21/2020,Billing Question,Columbus,Georgia,Email,Above SLA,26,Baltimore/MD
Alex Bussens,Neutral,,10/25/2020,Billing Question,Columbia,South Carolina,Email,Within SLA,33,Los Angeles/CA
Bourke Pettisall,Very Positive,9,10-08-2020,Payments,Albany,New York,Call-Center,Within SLA,27,Denver/CO
Bobbie Bedrosian,Negative,,10-05-2020,Billing Question,Fayetteville,North Carolina,Email,Within SLA,36,Los Angeles/CA
Sibelle Dudbridge,Positive,,10-11-2020,Service Outage,Huntsville,Texas,Chatbot,Above SLA,33,Chicago/IL
Mark Gardiner,Very Positive,,10/18/2020,Billing Question,Galveston,Texas,Call-Center,Within SLA,31,Chicago/IL
Marrilee Dracksford,Neutral,,10-02-2020,Service Outage,Boynton Beach,Florida,Chatbot,Above SLA,8,Los Angeles/CA
Niel Margarson,Neutral,,10/13/2020,Billing Question,South Bend,Indiana,Call-Center,Above SLA,23,Baltimore/MD
Emilia Springer,Neutral,,10/21/2020,Billing Question,Columbus,Ohio,Call-Center,Within SLA,6,Chicago/IL
Mufi Brinson,Negative,,10-06-2020,Billing Question,Houston,Texas,Email,Within SLA,21,Baltimore/MD
Nerta Riggs,Positive,,10/15/2020,Billing Question,Las Vegas,Nevada,Chatbot,Below SLA,21,Los Angeles/CA
Lane Ramiro,Negative,5,10/29/2020,Billing Question,Madison,Wisconsin,Web,Within SLA,20,Denver/CO
Herc Kienzle,Neutral,6,10/20/2020,Service Outage,Erie,Pennsylvania,Chatbot,Below SLA,20,Baltimore/MD
Madel Sperring,Positive,,10/26/2020,Billing Question,San Jose,California,Chatbot,Within SLA,27,Baltimore/MD
Rancell Paulucci,Negative,6,10/25/2020,Payments,San Angelo,Texas,Call-Center,Within SLA,40,Baltimore/MD
Charles Mebius,Neutral,,10/30/2020,Billing Question,Shreveport,Louisiana,Chatbot,Within SLA,21,Los Angeles/CA
Gracia Duffet,Neutral,,10-10-2020,Service Outage,Silver Spring,Maryland,Chatbot,Within SLA,41,Los Angeles/CA
Smitty Brims,Negative,,10/22/2020,Billing Question,Homestead,Florida,Email,Below SLA,10,Denver/CO
Barri Daviot,Negative,3,10-04-2020,Billing Question,San Jose,California,Chatbot,Within SLA,28,Los Angeles/CA
Calv Kellegher,Negative,6,10/24/2020,Billing Question,Rochester,New York,Chatbot,Within SLA,34,Chicago/IL
Danyelle Lightning,Very Negative,2,10/14/2020,Service Outage,Fresno,California,Email,Within SLA,12,Baltimore/MD
Tamarra Broomfield,Negative,,10/17/2020,Billing Question,Virginia Beach,Virginia,Email,Within SLA,11,Los Angeles/CA
Benni Bordiss,Very Positive,,10/16/2020,Billing Question,Riverside,California,Web,Within SLA,41,Baltimore/MD
Coralie Kivlehan,Negative,,10-06-2020,Billing Question,Milwaukee,Wisconsin,Email,Within SLA,21,Los Angeles/CA
Anabel Vivers,Positive,9,10-02-2020,Service Outage,Tyler,Texas,Web,Within SLA,33,Los Angeles/CA
Paul Maslen,Neutral,,10/16/2020,Billing Question,Akron,Ohio,Chatbot,Within SLA,14,Los Angeles/CA
Haley Wardlaw,Neutral,5,10-02-2020,Billing Question,Boston,Massachusetts,Call-Center,Within SLA,37,Chicago/IL
Daria McCaughey,Negative,,10/14/2020,Billing Question,Roanoke,Virginia,Email,Within SLA,32,Los Angeles/CA
Dedie Strange,Neutral,,10/13/2020,Billing Question,Spokane,Washington,Web,Within SLA,33,Chicago/IL
Kirstyn Gopsall,Negative,4,10-11-2020,Billing Question,Shawnee Mission,Kansas,Web,Within SLA,45,Chicago/IL
Guy McCusker,Negative,,10-11-2020,Billing Question,Ann Arbor,Michigan,Email,Within SLA,31,Chicago/IL
Ruddy Lichfield,Very Negative,1,10-01-2020,Payments,Albuquerque,New Mexico,Call-Center,Within SLA,20,Los Angeles/CA
Jo ann Caltun,Neutral,8,10/19/2020,Billing Question,Irvine,California,Call-Center,Below SLA,12,Baltimore/MD
Dennison Geer,Negative,,10-02-2020,Billing Question,Tucson,Arizona,Chatbot,Within SLA,14,Los Angeles/CA
Jania Docket,Neutral,8,10/26/2020,Billing Question,Miami,Florida,Email,Above SLA,24,Los Angeles/CA
Orran Byllam,Very Positive,,10/16/2020,Billing Question,El Paso,Texas,Email,Within SLA,44,Los Angeles/CA
Starlene Rainard,Negative,,10/14/2020,Billing Question,Clearwater,Florida,Web,Below SLA,26,Denver/CO
Olympie Stenners,Positive,8,10/18/2020,Service Outage,Laurel,Maryland,Web,Within SLA,7,Baltimore/MD
Scarlett Crankhorn,Neutral,,10-05-2020,Service Outage,Saint Petersburg,Florida,Web,Above SLA,35,Denver/CO
Florencia Crystal,Neutral,6,10-02-2020,Billing Question,Lansing,Michigan,Call-Center,Within SLA,22,Chicago/IL
Sissie Petrecz,Very Negative,,10/30/2020,Billing Question,Gaithersburg,Maryland,Email,Within SLA,16,Chicago/IL
Bonny Phillip,Positive,,10-05-2020,Billing Question,Bronx,New York,Chatbot,Within SLA,36,Los Angeles/CA
Minnnie Birts,Negative,6,10/17/2020,Payments,Utica,New York,Call-Center,Below SLA,29,Los Angeles/CA
Rurik Abarough,Positive,,10-09-2020,Billing Question,San Antonio,Texas,Chatbot,Below SLA,26,Los Angeles/CA
Camel Cockshot,Very Negative,,10/30/2020,Billing Question,Saint Louis,Missouri,Chatbot,Within SLA,16,Los Angeles/CA
Maggee Hoyles,Negative,,10/22/2020,Billing Question,West Palm Beach,Florida,Call-Center,Within SLA,45,Baltimore/MD
Edythe Sprowson,Neutral,,10/16/2020,Payments,Lawrenceville,Georgia,Call-Center,Within SLA,39,Los Angeles/CA
Cherlyn Eliot,Negative,,10/24/2020,Payments,Topeka,Kansas,Call-Center,Within SLA,5,Chicago/IL
Raynor Wybrow,Negative,,10/29/2020,Billing Question,Hicksville,New York,Email,Within SLA,43,Baltimore/MD
Felisha Blaver,Positive,,10/14/2020,Billing Question,Dayton,Ohio,Call-Center,Within SLA,39,Baltimore/MD
Uri Viegas,Neutral,,10-02-2020,Billing Question,Shawnee Mission,Kansas,Chatbot,Within SLA,39,Los Angeles/CA
Mufi Zylbermann,Very Positive,10,10/17/2020,Payments,Boulder,Colorado,Call-Center,Within SLA,31,Denver/CO
Albert Berrington,Negative,,10-01-2020,Service Outage,Baton Rouge,Louisiana,Chatbot,Above SLA,34,Baltimore/MD
Ezechiel Kernell,Neutral,,10-12-2020,Billing Question,San Francisco,California,Call-Center,Within SLA,44,Denver/CO
Lizzie Shucksmith,Negative,6,10/14/2020,Payments,Jackson,Tennessee,Call-Center,Below SLA,25,Los Angeles/CA
Livvie Nilges,Positive,7,10/17/2020,Billing Question,San Diego,California,Chatbot,Within SLA,6,Denver/CO
Verne Norquay,Negative,3,10/15/2020,Billing Question,North Little Rock,Arkansas,Chatbot,Within SLA,25,Denver/CO
Jori Keel,Very Positive,,10/15/2020,Service Outage,Columbia,South Carolina,Email,Below SLA,34,Los Angeles/CA
